FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",,,
17103,IL,Lee County,4,3,6,3,9904.00,7863.00,1729.00,1421.00,47.30,37.60,8.30,6.80,6950.00,9478.00,3025.00,2129.00,32.20,43.90,14.00,9.90,5375.00,8739.00,5882.00,2665.00,23.70,38.60,26.00,11.80,4858.00,9000.00,7453.00,3229.00,19.80,36.70,30.40,13.20,2785.00,8532.00,9232.00,4418.00,11.20,34.20,37.00,17.70,,,
17105,IL,Livingston County,4,5,4,3,10527.00,8606.00,1810.00,1315.00,47.30,38.70,8.10,5.90,9038.00,10385.00,2721.00,2494.00,36.70,42.20,11.00,10.10,6744.00,11330.00,5569.00,2441.00,25.90,43.40,21.40,9.40,5806.00,10927.00,6413.00,3350.00,21.90,41.20,24.20,12.60,2722.00,11005.00,7779.00,4014.00,10.70,43.10,30.50,15.70,,,
17107,IL,Logan County,6,5,6,5,9364.00,6331.00,2030.00,1479.00,48.80,33.00,10.60,7.70,6500.00,7831.00,2723.00,2307.00,33.60,40.40,14.10,11.90,4898.00,8471.00,4420.00,2535.00,24.10,41.70,21.70,12.50,4059.00,8360.00,5353.00,2942.00,19.60,40.40,25.80,14.20,2264.00,7157.00,6862.00,4162.00,11.10,35.00,33.60,20.40,,,
17109,IL,McDonough County,5,8,5,8,6352.00,5885.00,1885.00,2430.00,38.40,35.60,11.40,14.70,4723.00,6866.00,2828.00,4006.00,25.60,37.30,15.40,21.70,3700.00,6519.00,4204.00,4361.00,19.70,34.70,22.40,23.20,2343.00,5996.00,4785.00,4820.00,13.10,33.40,26.70,26.90,1188.00,5639.00,5606.00,5968.00,6.50,30.60,30.50,32.40,,,
17111,IL,McHenry County,1,1,1,1,25739.00,21429.00,6312.00,6031.00,43.30,36.00,10.60,10.10,21371.00,33936.00,15217.00,14561.00,25.10,39.90,17.90,17.10,17773.00,37319.00,35570.00,24059.00,15.50,32.50,31.00,21.00,17650.00,46453.00,54241.00,45436.00,10.80,28.40,33.10,27.70,14873.00,54107.00,68215.00,69714.00,7.20,26.20,33.00,33.70,,,
17113,IL,McLean County,3,2,3,2,20197.00,17646.00,5925.00,7873.00,39.10,34.20,11.50,15.20,14879.00,22957.00,10060.00,14119.00,24.00,37.00,16.20,22.80,11183.00,24030.00,16601.00,21143.00,15.30,32.90,22.80,29.00,8095.00,24622.00,22957.00,31546.00,9.30,28.20,26.30,36.20,4324.00,26375.00,27343.00,47013.00,4.10,25.10,26.00,44.80,,,
17115,IL,Macon County,3,2,3,2,32222.00,24421.00,5865.00,6121.00,47.00,35.60,8.50,8.90,24259.00,32506.00,10205.00,9956.00,31.50,42.30,13.30,12.90,18150.00,29054.00,17809.00,11284.00,23.80,38.10,23.30,14.80,12652.00,28611.00,21210.00,12722.00,16.80,38.00,28.20,16.90,7117.00,25214.00,24414.00,16485.00,9.70,34.40,33.30,22.50,,,
17117,IL,Macoupin County,1,1,1,1,14668.00,8832.00,1549.00,1209.00,55.90,33.60,5.90,4.60,11982.00,13031.00,2791.00,2376.00,39.70,43.20,9.20,7.90,8485.00,13416.00,6448.00,2868.00,27.20,43.00,20.70,9.20,5884.00,13664.00,9436.00,3894.00,17.90,41.60,28.70,11.80,2902.00,12488.00,10691.00,6262.00,9.00,38.60,33.10,19.40,,,
17119,IL,Madison County,1,1,1,1,72372.00,44981.00,9458.00,9714.00,53.00,32.90,6.90,7.10,54604.00,57481.00,18612.00,16129.00,37.20,39.10,12.70,11.00,39064.00,58137.00,41045.00,23271.00,24.20,36.00,25.40,14.40,26832.00,57955.00,52886.00,32759.00,15.70,34.00,31.00,19.20,14564.00,56749.00,65830.00,47775.00,7.90,30.70,35.60,25.80,,,
17121,IL,Marion County,4,3,4,3,13125.00,6829.00,1957.00,1199.00,56.80,29.50,8.50,5.20,11472.00,9421.00,3113.00,2317.00,43.60,35.80,11.80,8.80,8089.00,10045.00,6341.00,2602.00,29.90,37.10,23.40,9.60,5785.00,9942.00,8625.00,3358.00,20.90,35.90,31.10,12.10,2956.00,9281.00,10188.00,3952.00,11.20,35.20,38.60,15.00,,,
17123,IL,Marshall County,2,2,2,2,3422.00,3068.00,618.00,575.00,44.50,39.90,8.00,7.50,2819.00,3973.00,1099.00,834.00,32.30,45.50,12.60,9.60,1911.00,3721.00,2078.00,890.00,22.20,43.30,24.20,10.30,1374.00,3668.00,2768.00,1325.00,15.00,40.20,30.30,14.50,614.00,3526.00,2947.00,1436.00,7.20,41.40,34.60,16.80,,,
17125,IL,Mason County,6,6,6,6,5068.00,3431.00,673.00,488.00,52.50,35.50,7.00,5.10,4587.00,4873.00,1139.00,958.00,39.70,42.20,9.90,8.30,2942.00,4704.00,2139.00,944.00,27.40,43.80,19.90,8.80,2192.00,4585.00,2892.00,1221.00,20.10,42.10,26.60,11.20,1111.00,4395.00,2915.00,1528.00,11.20,44.20,29.30,15.40,,,
17127,IL,Massac County,7,8,7,8,5168.00,2287.00,620.00,341.00,61.40,27.20,7.40,4.10,4436.00,3156.00,1078.00,797.00,46.90,33.30,11.40,8.40,3493.00,3414.00,2353.00,808.00,34.70,33.90,23.40,8.00,2465.00,3640.00,3249.00,1117.00,23.50,34.80,31.00,10.70,1414.00,3500.00,3973.00,1351.00,13.80,34.20,38.80,13.20,,,
17129,IL,Menard County,3,2,3,2,2877.00,2143.00,436.00,275.00,50.20,37.40,7.60,4.80,2357.00,3002.00,877.00,910.00,33.00,42.00,12.30,12.70,1677.00,3087.00,1604.00,1022.00,22.70,41.80,21.70,13.80,968.00,3182.00,2449.00,1699.00,11.70,38.30,29.50,20.50,578.00,3213.00,2941.00,2026.00,6.60,36.70,33.60,23.10,,,
17131,IL,Mercer County,2,2,2,2,4380.00,3979.00,1032.00,435.00,44.60,40.50,10.50,4.40,3705.00,5303.00,1393.00,982.00,32.50,46.60,12.20,8.60,2572.00,5030.00,2476.00,1279.00,22.60,44.30,21.80,11.30,1740.00,5027.00,3306.00,1456.00,15.10,43.60,28.70,12.60,961.00,4395.00,3848.00,1993.00,8.60,39.30,34.40,17.80,,,
17133,IL,Monroe County,1,1,1,1,6091.00,3379.00,490.00,521.00,58.10,32.20,4.70,5.00,4803.00,5085.00,1084.00,968.00,40.20,42.60,9.10,8.10,3527.00,5655.00,3423.00,2008.00,24.10,38.70,23.40,13.70,2332.00,5965.00,6259.00,3721.00,12.80,32.60,34.20,20.40,953.00,6965.00,8199.00,7753.00,4.00,29.20,34.30,32.50,,,
17135,IL,Montgomery County,6,6,6,4,9570.00,6341.00,1115.00,901.00,53.40,35.40,6.20,5.00,8215.00,8042.00,1711.00,1589.00,42.00,41.10,8.70,8.10,5669.00,8947.00,4125.00,1645.00,27.80,43.90,20.20,8.10,4790.00,8545.00,5203.00,2336.00,22.90,40.90,24.90,11.20,2808.00,8371.00,6529.00,3280.00,13.40,39.90,31.10,15.60,,,
17137,IL,Morgan County,4,5,4,5,9259.00,7531.00,1930.00,1873.00,45.00,36.60,9.40,9.10,7223.00,9319.00,2546.00,3144.00,32.50,41.90,11.50,14.10,5688.00,9340.00,4793.00,3784.00,24.10,39.60,20.30,16.00,4882.00,9016.00,5538.00,4840.00,20.10,37.10,22.80,19.90,1991.00,9760.00,7468.00,4782.00,8.30,40.70,31.10,19.90,,,
17139,IL,Moultrie County,6,6,6,6,4269.00,2483.00,696.00,384.00,54.50,31.70,8.90,4.90,3672.00,3403.00,1082.00,824.00,40.90,37.90,12.00,9.20,2758.00,3716.00,1924.00,884.00,29.70,40.00,20.70,9.50,2015.00,3613.00,2485.00,1402.00,21.20,38.00,26.10,14.70,1454.00,3284.00,3222.00,1930.00,14.70,33.20,32.60,19.50,,,
17141,IL,Ogle County,4,5,4,3,10255.00,9207.00,2166.00,1702.00,44.00,39.50,9.30,7.30,8975.00,11664.00,3549.00,2819.00,33.20,43.20,13.10,10.40,6624.00,11912.00,7453.00,3586.00,22.40,40.30,25.20,12.10,5645.00,12114.00,9898.00,5660.00,16.90,36.40,29.70,17.00,3616.00,11968.00,12911.00,7139.00,10.10,33.60,36.20,20.00,,,
17143,IL,Peoria County,2,2,2,2,49597.00,36154.00,10013.00,11309.00,46.30,33.80,9.40,10.60,35708.00,43777.00,18056.00,18669.00,30.70,37.70,15.50,16.10,25590.00,36363.00,31450.00,22560.00,22.10,31.40,27.10,19.50,19156.00,34920.00,36761.00,27661.00,16.20,29.50,31.00,23.30,11824.00,33372.00,40919.00,37535.00,9.60,27.00,33.10,30.40,,,
17145,IL,Perry County,7,9,6,6,7351.00,3306.00,748.00,475.00,61.90,27.80,6.30,4.00,5978.00,4941.00,1286.00,1071.00,45.00,37.20,9.70,8.10,4477.00,5180.00,3243.00,1021.00,32.20,37.20,23.30,7.30,4349.00,5389.00,4404.00,1585.00,27.70,34.30,28.00,10.10,2394.00,5920.00,5230.00,1796.00,15.60,38.60,34.10,11.70,,,
17147,IL,Piatt County,3,2,3,2,3759.00,3541.00,886.00,712.00,42.20,39.80,10.00,8.00,2994.00,4366.00,1245.00,1386.00,30.00,43.70,12.50,13.90,1783.00,4453.00,2563.00,1659.00,17.00,42.60,24.50,15.90,1260.00,4133.00,3385.00,2340.00,11.30,37.20,30.40,21.00,741.00,3949.00,3664.00,3238.00,6.40,34.10,31.60,27.90,,,
17149,IL,Pike County,7,9,7,9,5947.00,4114.00,1079.00,524.00,51.00,35.30,9.30,4.50,4658.00,5235.00,1197.00,931.00,38.70,43.50,10.00,7.70,3563.00,4899.00,2405.00,953.00,30.10,41.40,20.30,8.10,2417.00,5198.00,3072.00,1177.00,20.40,43.80,25.90,9.90,1245.00,4537.00,3558.00,1666.00,11.30,41.20,32.30,15.10,,,
17151,IL,Pope County,9,10,8,7,1624.00,512.00,84.00,94.00,70.20,22.10,3.60,4.10,1352.00,931.00,218.00,139.00,51.20,35.30,8.30,5.30,983.00,1003.00,658.00,177.00,34.80,35.60,23.30,6.30,724.00,988.00,963.00,314.00,24.20,33.10,32.20,10.50,479.00,1177.00,1305.00,460.00,14.00,34.40,38.10,13.40,,,
17153,IL,Pulaski County,9,10,8,7,3420.00,1183.00,233.00,179.00,68.20,23.60,4.60,3.60,2800.00,1596.00,524.00,357.00,53.10,30.20,9.90,6.80,1937.00,1383.00,1202.00,294.00,40.20,28.70,25.00,6.10,1377.00,1489.00,1503.00,335.00,29.30,31.70,32.00,7.10,568.00,1364.00,1562.00,490.00,14.30,34.20,39.20,12.30,,,
17155,IL,Putnam County,8,5,8,5,1376.00,1138.00,224.00,132.00,47.90,39.70,7.80,4.60,1215.00,1500.00,510.00,329.00,34.20,42.20,14.40,9.30,915.00,1526.00,970.00,372.00,24.20,40.30,25.60,9.80,668.00,1572.00,1397.00,499.00,16.20,38.00,33.80,12.10,324.00,1628.00,1656.00,618.00,7.70,38.50,39.20,14.60,,,
17157,IL,Randolph County,6,4,6,4,11827.00,5391.00,861.00,739.00,62.80,28.60,4.60,3.90,9627.00,8681.00,1805.00,1476.00,44.60,40.20,8.40,6.80,8174.00,8256.00,4514.00,1903.00,35.80,36.10,19.80,8.30,6635.00,8623.00,5885.00,1998.00,28.70,37.30,25.40,8.60,3929.00,9318.00,7441.00,3035.00,16.60,39.30,31.40,12.80,,,
17159,IL,Richland County,7,11,7,11,5056.00,3103.00,912.00,687.00,51.80,31.80,9.30,7.00,4270.00,3989.00,1334.00,1103.00,39.90,37.30,12.50,10.30,2894.00,3785.00,2934.00,1304.00,26.50,34.70,26.90,11.90,1798.00,3550.00,3831.00,1648.00,16.60,32.80,35.40,15.20,1353.00,3315.00,4072.00,2360.00,12.20,29.90,36.70,21.30,,,
17161,IL,Rock Island County,2,2,2,2,41149.00,34148.00,8281.00,7767.00,45.00,37.40,9.10,8.50,29319.00,40858.00,14824.00,11765.00,30.30,42.20,15.30,12.20,21882.00,34185.00,26129.00,14519.00,22.60,35.30,27.00,15.00,17238.00,33656.00,31082.00,16889.00,17.40,34.00,31.40,17.10,11113.00,29908.00,35778.00,23144.00,11.10,29.90,35.80,23.20,,,
17163,IL,St. Clair County,1,1,1,1,85192.00,42755.00,10785.00,9666.00,57.40,28.80,7.30,6.50,60955.00,50382.00,20583.00,17034.00,40.90,33.80,13.80,11.40,44560.00,49763.00,44373.00,23854.00,27.40,30.60,27.30,14.70,31104.00,47381.00,52868.00,31362.00,19.10,29.10,32.50,19.30,16396.00,50928.00,62152.00,48663.00,9.20,28.60,34.90,27.30,,,
17165,IL,Saline County,7,8,6,6,10357.00,4290.00,1036.00,780.00,62.90,26.10,6.30,4.70,9060.00,6081.00,1985.00,1257.00,49.30,33.10,10.80,6.80,6627.00,5429.00,4277.00,1687.00,36.80,30.10,23.70,9.40,4321.00,5468.00,6132.00,2190.00,23.90,30.20,33.90,12.10,2320.00,4877.00,6880.00,3039.00,13.60,28.50,40.20,17.80,,,
17167,IL,Sangamon County,3,2,3,2,39711.00,33346.00,8954.00,9495.00,43.40,36.40,9.80,10.40,29465.00,41363.00,15957.00,19926.00,27.60,38.80,15.00,18.70,21453.00,39068.00,30852.00,26313.00,18.20,33.20,26.20,22.40,15100.00,39286.00,36082.00,36152.00,11.90,31.00,28.50,28.60,10421.00,38063.00,41474.00,46708.00,7.60,27.90,30.30,34.20,,,
17169,IL,Schuyler County,7,9,7,9,2503.00,1775.00,451.00,263.00,50.10,35.60,9.00,5.30,2082.00,2302.00,497.00,417.00,39.30,43.50,9.40,7.90,1557.00,2159.00,827.00,547.00,30.60,42.40,16.20,10.70,823.00,2319.00,1293.00,587.00,16.40,46.20,25.70,11.70,538.00,1986.00,1772.00,954.00,10.20,37.80,33.80,18.20,,,
17171,IL,Scott County,9,8,9,8,2170.00,1119.00,220.00,146.00,59.40,30.60,6.00,4.00,1503.00,1657.00,346.00,279.00,39.70,43.80,9.10,7.40,985.00,1814.00,591.00,342.00,26.40,48.60,15.80,9.20,630.00,1732.00,907.00,449.00,16.90,46.60,24.40,12.10,262.00,1732.00,1031.00,534.00,7.40,48.70,29.00,15.00,,,
17173,IL,Shelby County,6,6,6,6,7177.00,4542.00,924.00,486.00,54.70,34.60,7.00,3.70,5690.00,6184.00,1525.00,1083.00,39.30,42.70,10.50,7.50,4022.00,6051.00,3230.00,1442.00,27.30,41.00,21.90,9.80,2644.00,6776.00,4258.00,1770.00,17.10,43.90,27.60,11.50,1213.00,7001.00,4751.00,2633.00,7.80,44.90,30.50,16.90,,,
17175,IL,Stark County,2,2,2,2,1821.00,1784.00,411.00,316.00,42.00,41.20,9.50,7.30,1396.00,2096.00,557.00,416.00,31.30,46.90,12.50,9.30,1010.00,1916.00,996.00,474.00,23.00,43.60,22.70,10.80,714.00,1687.00,1335.00,576.00,16.60,39.10,31.00,13.40,354.00,1545.00,1315.00,680.00,9.10,39.70,33.80,17.50,,,
17177,IL,Stephenson County,4,5,4,5,12512.00,10330.00,2363.00,2022.00,46.00,37.90,8.70,7.40,9638.00,12787.00,3930.00,3309.00,32.50,43.10,13.20,11.20,7355.00,12369.00,7538.00,4293.00,23.30,39.20,23.90,13.60,5219.00,12586.00,9912.00,5134.00,15.90,38.30,30.20,15.60,2269.00,11508.00,12044.00,6159.00,7.10,36.00,37.70,19.30,,,
17179,IL,Tazewell County,2,2,2,2,29422.00,23410.00,5379.00,4850.00,46.70,37.10,8.50,7.70,23809.00,32694.00,10626.00,8992.00,31.30,43.00,14.00,11.80,17191.00,29701.00,22528.00,10890.00,21.40,37.00,28.10,13.60,13013.00,29788.00,28143.00,15722.00,15.00,34.40,32.50,18.10,6945.00,29789.00,32033.00,24656.00,7.40,31.90,34.30,26.40,,,
17181,IL,Union County,7,9,6,6,6389.00,2641.00,715.00,590.00,61.80,25.60,6.90,5.70,6029.00,3952.00,1138.00,947.00,50.00,32.80,9.40,7.80,4326.00,3698.00,2753.00,1315.00,35.80,30.60,22.80,10.90,3200.00,3931.00,3563.00,2001.00,25.20,31.00,28.10,15.80,1518.00,4079.00,3955.00,2816.00,12.30,33.00,32.00,22.80,,,
17183,IL,Vermilion County,3,2,3,2,29016.00,18680.00,4160.00,3556.00,52.40,33.70,7.50,6.40,21442.00,22639.00,7329.00,5520.00,37.70,39.80,12.90,9.70,15828.00,22531.00,13285.00,6443.00,27.20,38.80,22.90,11.10,11857.00,21403.00,15573.00,6945.00,21.30,38.40,27.90,12.50,6353.00,21917.00,17008.00,8032.00,11.90,41.10,31.90,15.10,,,
17185,IL,Wabash County,6,6,7,11,3802.00,2608.00,704.00,497.00,50.00,34.30,9.20,6.50,3102.00,2994.00,1395.00,715.00,37.80,36.50,17.00,8.70,2141.00,2712.00,2590.00,1077.00,25.10,31.80,30.40,12.60,1536.00,2665.00,3348.00,1078.00,17.80,30.90,38.80,12.50,772.00,2506.00,3472.00,1398.00,9.50,30.80,42.60,17.20,,,
17187,IL,Warren County,7,8,6,6,5179.00,4345.00,1283.00,1100.00,43.50,36.50,10.80,9.20,4470.00,5116.00,1646.00,1635.00,34.70,39.80,12.80,12.70,2895.00,4794.00,2756.00,1775.00,23.70,39.20,22.60,14.50,2153.00,4795.00,3263.00,1920.00,17.70,39.50,26.90,15.80,1388.00,3704.00,3616.00,2599.00,12.30,32.80,32.00,23.00,,,
17189,IL,Washington County,6,4,6,4,5960.00,1854.00,506.00,344.00,68.80,21.40,5.80,4.00,4855.00,3118.00,1039.00,671.00,50.10,32.20,10.70,6.90,3395.00,3448.00,2205.00,858.00,34.30,34.80,22.30,8.70,2124.00,3550.00,3136.00,1358.00,20.90,34.90,30.80,13.40,800.00,3411.00,3841.00,2091.00,7.90,33.60,37.90,20.60,,,
17191,IL,Wayne County,7,9,7,9,6924.00,2618.00,517.00,432.00,66.00,25.00,4.90,4.10,5689.00,3863.00,1115.00,699.00,50.10,34.00,9.80,6.10,4290.00,3879.00,2435.00,1009.00,36.90,33.40,21.00,8.70,2910.00,4065.00,3574.00,1174.00,24.80,34.70,30.50,10.00,1345.00,4198.00,4332.00,1684.00,11.60,36.30,37.50,14.60,,,
17193,IL,White County,6,6,6,6,6577.00,3109.00,684.00,430.00,60.90,28.80,6.30,4.00,5175.00,4203.00,1382.00,926.00,44.30,36.00,11.80,7.90,3868.00,3925.00,2570.00,1088.00,33.80,34.30,22.40,9.50,2758.00,3867.00,3104.00,1134.00,25.40,35.60,28.60,10.40,865.00,3835.00,3774.00,1520.00,8.70,38.40,37.80,15.20,,,
17195,IL,Whiteside County,4,5,4,5,16859.00,11617.00,2705.00,2056.00,50.70,35.00,8.10,6.20,14261.00,15512.00,4753.00,3306.00,37.70,41.00,12.60,8.70,10423.00,15176.00,9577.00,3844.00,26.70,38.90,24.50,9.90,8195.00,15325.00,12467.00,4598.00,20.20,37.80,30.70,11.30,3809.00,14567.00,13660.00,7259.00,9.70,37.10,34.80,18.50,,,
17197,IL,Will County,1,1,1,1,61805.00,45229.00,11575.00,9871.00,48.10,35.20,9.00,7.70,52832.00,71149.00,27764.00,25383.00,29.80,40.20,15.70,14.30,42236.00,71658.00,63011.00,38918.00,19.60,33.20,29.20,18.00,40833.00,90360.00,100455.00,79270.00,13.10,29.10,32.30,25.50,40752.00,119769.00,135512.00,152229.00,9.10,26.70,30.20,34.00,,,
17199,IL,Williamson County,5,8,3,2,16306.00,8753.00,2611.00,1837.00,55.30,29.70,8.80,6.20,14754.00,12562.00,4499.00,3734.00,41.50,35.30,12.70,10.50,10930.00,12509.00,9793.00,5501.00,28.20,32.30,25.30,14.20,8497.00,13567.00,12710.00,7199.00,20.20,32.30,30.30,17.20,4180.00,14567.00,18045.00,10735.00,8.80,30.60,38.00,22.60,,,
17201,IL,Winnebago County,2,2,2,2,61967.00,44944.00,11649.00,10934.00,47.90,34.70,9.00,8.40,47315.00,57863.00,20812.00,19733.00,32.50,39.70,14.30,13.50,38648.00,56826.00,40418.00,27155.00,23.70,34.90,24.80,16.70,33764.00,59704.00,53109.00,35226.00,18.60,32.80,29.20,19.40,23963.00,62181.00,64375.00,43910.00,12.30,32.00,33.10,22.60,,,
17203,IL,Woodford County,2,2,2,2,6767.00,6085.00,1235.00,1050.00,44.70,40.20,8.20,6.90,5593.00,8005.00,2758.00,2562.00,29.60,42.30,14.60,13.50,4091.00,7872.00,5359.00,3147.00,20.00,38.50,26.20,15.40,2789.00,8104.00,7210.00,4842.00,12.20,35.30,31.40,21.10,1422.00,8325.00,8029.00,8199.00,5.50,32.10,30.90,31.60,,,
18000,IN,Indiana,,,,,1292237.00,991710.00,233791.00,228676.00,47.10,36.10,8.50,8.30,1054286.00,1309020.00,379876.00,392590.00,33.60,41.70,12.10,12.50,850014.00,1333093.00,763422.00,542941.00,24.40,38.20,21.90,15.60,695540.00,1447734.00,994391.00,755613.00,17.90,37.20,25.50,19.40,502624.00,1475931.00,1281352.00,1139908.00,11.40,33.50,29.10,25.90,,,
18001,IN,Adams County,6,5,6,5,6684.00,5722.00,872.00,581.00,48.20,41.30,6.30,4.20,5399.00,7611.00,1686.00,1373.00,33.60,47.40,10.50,8.50,4639.00,8184.00,3360.00,1936.00,25.60,45.20,18.50,10.70,4032.00,9081.00,4895.00,2150.00,20.00,45.00,24.30,10.70,3372.00,8403.00,6140.00,3245.00,15.90,39.70,29.00,15.30,,,
18003,IN,Allen County,2,2,2,2,58479.00,54181.00,16706.00,14665.00,40.60,37.60,11.60,10.20,44484.00,68627.00,28349.00,24929.00,26.70,41.20,17.00,15.00,35401.00,62841.00,53944.00,35670.00,18.80,33.50,28.70,19.00,29885.00,66688.00,64804.00,47392.00,14.30,31.90,31.00,22.70,25762.00,68899.00,77628.00,67527.00,10.70,28.70,32.40,28.20,,,
18005,IN,Bartholomew County,3,2,3,2,12889.00,10701.00,2683.00,3119.00,43.90,36.40,9.10,10.60,11827.00,15659.00,4507.00,5553.00,31.50,41.70,12.00,14.80,9520.00,15512.00,9227.00,6959.00,23.10,37.60,22.40,16.90,7640.00,17038.00,12052.00,10379.00,16.20,36.20,25.60,22.00,5020.00,18106.00,14419.00,17911.00,9.10,32.60,26.00,32.30,,,
18007,IN,Benton County,3,2,3,2,2420.00,2733.00,526.00,397.00,39.80,45.00,8.70,6.50,1810.00,3037.00,638.00,571.00,29.90,50.10,10.50,9.40,1387.00,3041.00,1071.00,554.00,22.90,50.20,17.70,9.20,846.00,2963.00,1548.00,801.00,13.70,48.10,25.10,13.00,614.00,2516.00,1710.00,985.00,10.50,43.20,29.40,16.90,,,
18009,IN,Blackford County,6,6,6,6,4198.00,3416.00,558.00,495.00,48.40,39.40,6.40,5.70,3404.00,4526.00,647.00,660.00,36.90,49.00,7.00,7.10,2501.00,4454.00,1476.00,828.00,27.00,48.10,15.90,8.90,1789.00,4727.00,2054.00,980.00,18.70,49.50,21.50,10.30,914.00,4151.00,2394.00,1176.00,10.60,48.10,27.70,13.60,,,
18011,IN,Boone County,1,1,1,1,7141.00,7372.00,1567.00,1238.00,41.20,42.60,9.00,7.10,5517.00,9823.00,2890.00,3394.00,25.50,45.40,13.40,15.70,4368.00,9142.00,5872.00,5533.00,17.50,36.70,23.60,22.20,3529.00,11362.00,6851.00,8306.00,11.70,37.80,22.80,27.60,2699.00,9025.00,10117.00,20445.00,6.40,21.30,23.90,48.30,,,
18013,IN,Brown County,1,1,1,1,2585.00,1440.00,441.00,409.00,53.00,29.50,9.00,8.40,2492.00,2815.00,1087.00,1068.00,33.40,37.70,14.60,14.30,2241.00,3871.00,1951.00,1447.00,23.60,40.70,20.50,15.20,1724.00,4091.00,2772.00,1943.00,16.40,38.90,26.30,18.50,992.00,3682.00,3527.00,3088.00,8.80,32.60,31.20,27.40,,,
18015,IN,Carroll County,3,2,3,2,4056.00,4588.00,802.00,604.00,40.40,45.70,8.00,6.00,3756.00,5797.00,1257.00,953.00,31.90,49.30,10.70,8.10,2917.00,5746.00,2354.00,1224.00,23.80,46.90,19.20,10.00,2238.00,6334.00,3006.00,1721.00,16.80,47.60,22.60,12.90,1511.00,5684.00,4353.00,2401.00,10.80,40.70,31.20,17.20,,,
18017,IN,Cass County,4,5,4,5,10309.00,10427.00,1601.00,1202.00,43.80,44.30,6.80,5.10,7352.00,12197.00,2670.00,2168.00,30.10,50.00,10.90,8.90,6057.00,11689.00,5121.00,2256.00,24.10,46.50,20.40,9.00,4870.00,12170.00,6494.00,3213.00,18.20,45.50,24.30,12.00,4098.00,9931.00,8303.00,3616.00,15.80,38.30,32.00,13.90,,,
18019,IN,Clark County,1,1,1,1,21010.00,13037.00,3075.00,2208.00,53.40,33.10,7.80,5.60,18465.00,20752.00,6886.00,4677.00,36.40,40.90,13.60,9.20,15520.00,21158.00,13911.00,6381.00,27.20,37.10,24.40,11.20,12974.00,23495.00,18681.00,9239.00,20.10,36.50,29.00,14.30,8607.00,27298.00,27219.00,16676.00,10.80,34.20,34.10,20.90,,,
18021,IN,Clay County,3,2,3,2,7172.00,5431.00,935.00,654.00,50.50,38.30,6.60,4.60,5272.00,7145.00,1464.00,1249.00,34.80,47.20,9.70,8.30,3906.00,7781.00,2916.00,1594.00,24.10,48.00,18.00,9.80,3069.00,7887.00,4139.00,2209.00,17.70,45.60,23.90,12.80,1520.00,8082.00,5530.00,3061.00,8.40,44.40,30.40,16.80,,,
18023,IN,Clinton County,6,5,6,3,8192.00,7082.00,1053.00,1035.00,47.20,40.80,6.10,6.00,6562.00,8711.00,1861.00,1764.00,34.70,46.10,9.80,9.30,4738.00,9185.00,3760.00,2192.00,23.80,46.20,18.90,11.00,4332.00,10937.00,4270.00,2205.00,19.90,50.30,19.60,10.10,2920.00,9343.00,5415.00,3530.00,13.80,44.10,25.50,16.60,,,
18025,IN,Crawford County,8,4,8,4,3059.00,1141.00,224.00,167.00,66.60,24.90,4.90,3.60,2870.00,2057.00,398.00,316.00,50.90,36.50,7.10,5.60,2546.00,2363.00,1029.00,359.00,40.40,37.50,16.30,5.70,2082.00,3202.00,1208.00,596.00,29.40,45.20,17.00,8.40,1331.00,3447.00,1832.00,854.00,17.80,46.20,24.50,11.40,,,
18027,IN,Daviess County,7,8,7,8,7519.00,5625.00,836.00,758.00,51.00,38.20,5.70,5.10,6869.00,6887.00,1495.00,1167.00,41.80,41.90,9.10,7.10,5833.00,7241.00,2875.00,1318.00,33.80,41.90,16.70,7.60,5261.00,7447.00,4140.00,1807.00,28.20,39.90,22.20,9.70,5465.00,6886.00,5237.00,2808.00,26.80,33.80,25.70,13.80,,,
